rate_uuid,service_code,service_description,negotiated_rate,billing_code_type,billing_class,rate_type,organization_uuid,organization_name,organization_type,tin,provider_count,specialties,provider_types,zip_codes,state_codes,nppes_specialties,nppes_provider_types,primary_zip,primary_state,primary_specialty,primary_nppes_specialty,created_at,updated_at,rate_category,service_category
d6e6cd81-2299-5c18-a228-079eab57ef1e,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,a6d33c06-c5af-5112-a203-47f279d3dd28,Organization-726015227,Unknown,726015227,39.0,[''],['Individual'],[],[],"['Obstetrics & Gynecology' 'Nurse Practitioner, Family']",['Individual'],,,,Obstetrics & Gynecology,2025-05-29 13:18:33.315774+00:00,2025-05-29 13:18:33.315774+00:00,$100-500,Surgery
d633a7cc-d2aa-5ca2-b3f2-f828ab09ab5e,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,b2efc591-003a-536c-bec7-79b16cfc3972,Organization-205862192,Unknown,205862192,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315852+00:00,2025-05-29 13:18:33.315852+00:00,$100-500,Surgery
210271a9-c6f7-5027-ac35-a358cf5ca163,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,b8669678-2ae4-53c9-a21e-346256feadf0,Organization-823686098,Unknown,823686098,14.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315890+00:00,2025-05-29 13:18:33.315890+00:00,$100-500,Surgery
b3d48901-12ff-5b4b-a473-ad097fc5207c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,2b07811b-fa9d-50a6-83a2-534bdfd16aa4,Organization-611767335,Unknown,611767335,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315927+00:00,2025-05-29 13:18:33.315927+00:00,$100-500,Surgery
348e5f25-472a-5412-b7c9-1a3c278ffd7e,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,7f040f47-60ff-53a4-bc8d-43017d9b26b7,Organization-721484930,Unknown,721484930,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315990+00:00,2025-05-29 13:18:33.315991+00:00,$100-500,Surgery
ab38a4ab-4fbe-5035-8413-29c6a1fba3e7,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,6de96140-001f-5eb4-bbb5-f94feb9a431c,Organization-720423889,Unknown,720423889,383.0,[''],['Individual'],[],[],"['Radiology, Diagnostic Radiology'
 'Internal Medicine, Interventional Cardiology']",['Individual'],,,,"Radiology, Diagnostic Radiology",2025-05-29 13:18:33.316028+00:00,2025-05-29 13:18:33.316028+00:00,$100-500,Surgery
22c00926-c710-56f8-bfba-dd43b29e1218,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,531fc07e-f079-5505-b533-1a63c77e70f8,Organization-721418764,Unknown,721418764,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316071+00:00,2025-05-29 13:18:33.316071+00:00,$100-500,Surgery
774d7c42-4a0c-5af6-9c69-b23f4da28ede,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,51161924-69ca-5055-84c7-e7e624307070,Organization-720578642,Unknown,720578642,19.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316127+00:00,2025-05-29 13:18:33.316128+00:00,$100-500,Surgery
dcb13402-3f7c-5ec9-ade7-18775a0eb016,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,27d90c5c-353c-5739-96b5-1f085a48cf44,Organization-384089979,Unknown,384089979,6.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316181+00:00,2025-05-29 13:18:33.316181+00:00,$100-500,Surgery
c4bc3039-92d3-5df3-84cd-86f673ba14b2,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,452d20a4-db4a-5239-9f88-c6b2bdabbca0,Organization-721466002,Unknown,721466002,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316238+00:00,2025-05-29 13:18:33.316238+00:00,$100-500,Surgery
8d505755-7096-53d7-b46d-ea4f08372932,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,b55ba692-f3d1-5bf8-9bba-277634b0722b,Organization-851546469,Unknown,851546469,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316305+00:00,2025-05-29 13:18:33.316306+00:00,$100-500,Surgery
12232d8e-86fe-5f05-be84-a3ccfc1d3787,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,293dd4ae-5b08-5358-abd7-4a3771a0f3f9,Organization-861588642,Unknown,861588642,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316366+00:00,2025-05-29 13:18:33.316367+00:00,$100-500,Surgery
104b01b2-56b4-5706-be50-d27d3ca7b594,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,0e8c2fd3-5c64-55d2-8ce9-8bef96e9a667,Organization-851060029,Unknown,851060029,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316449+00:00,2025-05-29 13:18:33.316450+00:00,$0-100,Surgery
55149887-cf64-5bb1-868a-ac4383c64b87,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,22f6a815-169c-5006-bed3-9387df4c6697,Organization-720815739,Unknown,720815739,40.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316532+00:00,2025-05-29 13:18:33.316532+00:00,$0-100,Surgery
3e6df7ce-4a06-5b0f-8fd3-c667db8789b1,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,dcc82478-0022-5858-986e-96c650311d38,Organization-874300736,Unknown,874300736,7.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316647+00:00,2025-05-29 13:18:33.316647+00:00,$0-100,Surgery
fdb2b20a-bef2-555f-9973-ade6e78b5c0a,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,08abeb96-ae07-51e0-8292-ba14edad3853,Organization-720694946,Unknown,720694946,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316694+00:00,2025-05-29 13:18:33.316694+00:00,$0-100,Surgery
7783179a-55fe-5679-8c2d-bd80e9b4856e,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,5760e1a7-ea61-5da6-919b-540475e60670,Organization-726012041,Unknown,726012041,12.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316763+00:00,2025-05-29 13:18:33.316764+00:00,$0-100,Surgery
1e70275e-e806-5316-9f1f-6c115c0e026e,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,51e21799-d71a-542a-90ab-1a3c03f87b50,Organization-721237135,Unknown,721237135,12.0,[''],['Individual'],[],[],"['Internal Medicine, Nephrology']",['Individual'],,,,"Internal Medicine, Nephrology",2025-05-29 13:18:33.316813+00:00,2025-05-29 13:18:33.316813+00:00,$0-100,Surgery
823877e9-54a2-5925-9e0b-aadf5bf04253,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,a31a4fb2-6422-54b3-9c93-8d721d35c1bf,Organization-994811967,Unknown,994811967,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316861+00:00,2025-05-29 13:18:33.316861+00:00,$0-100,Surgery
98927f6d-596e-55f7-bcae-b54d5fadb1c9,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,428a499e-574f-51e2-96df-91bc42e1b96f,Organization-720629905,Unknown,720629905,16.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316915+00:00,2025-05-29 13:18:33.316915+00:00,$0-100,Surgery
74fcdf5f-8106-5b02-8f24-2a83e1388440,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,c665ad9c-e368-568a-b9a9-b4eab9c82c1b,Organization-721180614,Unknown,721180614,8.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.316964+00:00,2025-05-29 13:18:33.316964+00:00,$0-100,Surgery
ed1ef9ca-9cdc-5808-8804-bd680d8efaa9,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,22372a38-7138-55b0-8929-010cdd70c7af,Organization-721325340,Unknown,721325340,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317072+00:00,2025-05-29 13:18:33.317072+00:00,$0-100,Surgery
4380cce1-5e4d-5db7-a6db-ae7712059123,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,84af5d83-b145-52a5-b6c0-95122908ede3,Organization-270151827,Unknown,270151827,43.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317146+00:00,2025-05-29 13:18:33.317147+00:00,$0-100,Surgery
0cf0b864-d61d-50c4-8eae-908d7a347ec6,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,497eac4b-31c9-528a-8389-d75577693c35,Organization-824681222,Unknown,824681222,15.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317243+00:00,2025-05-29 13:18:33.317243+00:00,$0-100,Surgery
aeba9684-8ab1-55a6-aceb-08336cd8c075,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,704eab8a-1ea1-535d-b60c-2836085e464e,Organization-851549021,Unknown,851549021,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317298+00:00,2025-05-29 13:18:33.317298+00:00,$0-100,Surgery
6267e2f6-8810-5590-a727-eef7391c5942,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,ee5e616e-4198-5e71-bfac-9ca31a274693,Organization-726008504,Unknown,726008504,27.0,[''],['Individual'],[],[],"['Radiology, Diagnostic Radiology']",['Individual'],,,,"Radiology, Diagnostic Radiology",2025-05-29 13:18:33.317344+00:00,2025-05-29 13:18:33.317344+00:00,$0-100,Surgery
634a4ed2-e719-597d-bf9f-a5610bb35807,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,ddce16e0-e575-5b84-806f-6f7b943ce606,Organization-813465517,Unknown,813465517,9.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317454+00:00,2025-05-29 13:18:33.317455+00:00,$0-100,Surgery
3c858417-5b0c-503f-b719-59277c0f20a6,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,594e2836-bc41-584f-8cde-f53646805cab,Organization-832631169,Unknown,832631169,9.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317510+00:00,2025-05-29 13:18:33.317511+00:00,$0-100,Surgery
dd3f972f-eba0-51fc-9819-4ac9dfa9116c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,0b726cf9-5c16-5f71-af72-2bbc0caa4ce2,Organization-991003303,Unknown,991003303,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317584+00:00,2025-05-29 13:18:33.317585+00:00,$0-100,Surgery
588948ff-2a7b-55b2-bb55-1b820b50ce10,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,fc22b8db-dd4c-5bab-ad31-2776021d47a3,Organization-721299010,Unknown,721299010,4.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317631+00:00,2025-05-29 13:18:33.317631+00:00,$0-100,Surgery
3ec30547-4475-5ec1-ad97-aa5d28675fd4,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,287ad975-2eae-564c-af3d-48ca3671b5fc,Organization-721432806,Unknown,721432806,6.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317705+00:00,2025-05-29 13:18:33.317705+00:00,$0-100,Surgery
469eb05a-62c1-557e-8f29-f1edfbe45097,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,06d86e26-77a9-57bb-b295-e340bba30e2b,Organization-931742856,Unknown,931742856,16.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317777+00:00,2025-05-29 13:18:33.317778+00:00,$0-100,Surgery
a7130904-af5f-57a7-8c3c-2c8acb5541c7,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,8fe617ee-17ea-52e7-b677-ae5920790b86,Organization-720916424,Unknown,720916424,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317848+00:00,2025-05-29 13:18:33.317848+00:00,$0-100,Surgery
48998a09-70ed-58c0-9764-e4819d546a35,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,0b78ce60-6354-5c59-804a-039f013cad3a,Organization-726000749,Unknown,726000749,31.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.317893+00:00,2025-05-29 13:18:33.317893+00:00,$0-100,Surgery
235c2318-dfc8-5194-ab03-bf2962374f14,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",64.87,CPT,professional,negotiated,e626ecf1-53ae-5ed7-a81d-341648246636,Organization-471478307,Unknown,471478307,13.0,[''],['Individual'],[],[],['Orthopaedic Surgery'],['Individual'],,,,Orthopaedic Surgery,2025-05-29 13:18:33.317970+00:00,2025-05-29 13:18:33.317970+00:00,$0-100,Surgery
